"age","education","jobclass","wage"
23,"3. Some College","1. Industrial",73.7757432746946
37,"3. Some College","1. Industrial",87.9810327856054
40,"2. HS Grad","1. Industrial",27.1405792079024
25,"3. Some College","2. Information",94.0727147457005
27,"4. College Grad","1. Industrial",102.453557578372
47,"5. Advanced Degree","2. Information",272.294783220064
52,"4. College Grad","1. Industrial",94.0727147457005
23,"2. HS Grad","2. Information",81.2832532842527
33,"4. College Grad","2. Information",87.9810327856054
37,"4. College Grad","2. Information",109.833985642199
34,"2. HS Grad","1. Industrial",80.4302079458208
51,"2. HS Grad","1. Industrial",148.413159102577
40,"3. Some College","1. Industrial",148.413159102577
50,"2. HS Grad","2. Information",81.2832532842527
64,"3. Some College","1. Industrial",118.884359339886
54,"1. < HS Grad","1. Industrial",80.487444359511
50,"2. HS Grad","2. Information",91.6992261117042
32,"4. College Grad","2. Information",109.355626400253
37,"4. College Grad","2. Information",104.921506533664
19,"1. < HS Grad","1. Industrial",65.1108537153447
32,"2. HS Grad","1. Industrial",76.8936025176112
42,"3. Some College","1. Industrial",99.6894636984864
26,"3. Some College","1. Industrial",99.6894636984864
46,"5. Advanced Degree","2. Information",157.700527725737
18,"1. < HS Grad","1. Industrial",49.5553381215226
43,"2. HS Grad","2. Information",90.4819133566401
62,"3. Some College","1. Industrial",111.720849360989
44,"2. HS Grad","1. Industrial",148.413159102577
40,"3. Some College","2. Information",133.232350826567
43,"2. HS Grad","1. Industrial",134.705375118879
32,"4. College Grad","1. Industrial",118.884359339886
48,"2. HS Grad","2. Information",87.9810327856054
35,"3. Some College","2. Information",109.833985642199
61,"3. Some College","2. Information",130.982177377461
47,"1. < HS Grad","1. Industrial",89.2428846644714
55,"2. HS Grad","2. Information",102.870246933215
28,"2. HS Grad","1. Industrial",76.8936025176112
52,"5. Advanced Degree","1. Industrial",149.695042068453
27,"5. Advanced Degree","2. Information",102.870246933215
22,"3. Some College","2. Information",90.4819133566401
20,"2. HS Grad","1. Industrial",69.9291272064087
42,"2. HS Grad","2. Information",106.921814091211
29,"4. College Grad","1. Industrial",87.9810327856054
31,"4. College Grad","2. Information",109.833985642199
59,"3. Some College","2. Information",151.591484239814
36,"5. Advanced Degree","1. Industrial",148.413159102577
32,"1. < HS Grad","1. Industrial",66.9616443217359
32,"3. Some College","2. Information",103.90247060316
25,"3. Some College","2. Information",99.6894636984864
43,"3. Some College","2. Information",134.705375118879
44,"2. HS Grad","1. Industrial",43.7351116779821
57,"3. Some College","1. Industrial",116.707154559148
49,"4. College Grad","2. Information",141.77517233318
41,"2. HS Grad","2. Information",144.47808766541
38,"4. College Grad","1. Industrial",134.705375118879
58,"1. < HS Grad","2. Information",118.884359339886
59,"5. Advanced Degree","2. Information",189.244162932803
39,"5. Advanced Degree","2. Information",160.642475408263
60,"3. Some College","1. Industrial",96.0316570194457
56,"2. HS Grad","2. Information",111.065194319742
44,"3. Some College","1. Industrial",148.413159102577
70,"3. Some College","2. Information",99.6894636984864
27,"4. College Grad","2. Information",81.2832532842527
47,"2. HS Grad","1. Industrial",118.884359339886
41,"3. Some College","1. Industrial",127.115743812184
29,"3. Some College","1. Industrial",104.921506533664
42,"1. < HS Grad","1. Industrial",112.6488963421
51,"4. College Grad","2. Information",281.745970551857
47,"2. HS Grad","1. Industrial",114.477521132502
48,"2. HS Grad","1. Industrial",111.720849360989
39,"2. HS Grad","1. Industrial",134.705375118879
23,"2. HS Grad","1. Industrial",75.3556793180091
31,"3. Some College","1. Industrial",119.74085129618
59,"2. HS Grad","1. Industrial",118.884359339886
19,"1. < HS Grad","1. Industrial",27.1405792079024
42,"5. Advanced Degree","2. Information",182.020620963512
35,"2. HS Grad","1. Industrial",65.1108537153447
38,"5. Advanced Degree","2. Information",141.77517233318
45,"3. Some College","2. Information",114.475713290347
58,"5. Advanced Degree","1. Industrial",135.59805975224
26,"3. Some College","2. Information",117.146816914805
30,"2. HS Grad","2. Information",99.6894636984864
54,"5. Advanced Degree","2. Information",277.79948020565
38,"2. HS Grad","1. Industrial",94.0727147457005
44,"2. HS Grad","1. Industrial",94.0727147457005
52,"4. College Grad","2. Information",96.3706528322308
73,"2. HS Grad","1. Industrial",75.3556793180091
65,"5. Advanced Degree","2. Information",104.921506533664
28,"4. College Grad","2. Information",95.2307125669819
53,"1. < HS Grad","1. Industrial",54.5981500331442
53,"3. Some College","2. Information",89.2428846644714
52,"4. College Grad","2. Information",145.143601176911
27,"2. HS Grad","2. Information",96.8667032433329
57,"1. < HS Grad","1. Industrial",130.982177377461
32,"4. College Grad","2. Information",84.0459576539924
51,"2. HS Grad","2. Information",148.155046727428
43,"2. HS Grad","2. Information",49.5553381215226
50,"3. Some College","1. Industrial",141.77517233318
53,"3. Some College","2. Information",115.375038556391
54,"1. < HS Grad","1. Industrial",65.1108537153447
24,"2. HS Grad","1. Industrial",85.3839403789827
40,"2. HS Grad","2. Information",101.82435207568
30,"4. College Grad","1. Industrial",95.2307125669819
45,"4. College Grad","2. Information",99.6894636984864
55,"4. College Grad","1. Industrial",147.116689159978
45,"5. Advanced Degree","2. Information",140.398200161944
44,"4. College Grad","2. Information",109.833985642199
37,"4. College Grad","2. Information",127.115743812184
41,"1. < HS Grad","1. Industrial",115.375038556391
44,"2. HS Grad","1. Industrial",59.0970640815891
52,"2. HS Grad","1. Industrial",76.8936025176112
55,"4. College Grad","2. Information",141.77517233318
43,"2. HS Grad","1. Industrial",70.9095858696657
27,"5. Advanced Degree","2. Information",200.543262324662
43,"2. HS Grad","2. Information",97.4932940453934
46,"2. HS Grad","1. Industrial",99.6894636984864
30,"3. Some College","2. Information",186.876677628007
43,"1. < HS Grad","1. Industrial",81.2832532842527
48,"3. Some College","1. Industrial",160.642475408263
33,"1. < HS Grad","1. Industrial",63.9666908300607
29,"3. Some College","1. Industrial",87.9810327856054
24,"2. HS Grad","2. Information",73.7757432746946
52,"3. Some College","1. Industrial",145.143601176911
50,"5. Advanced Degree","1. Industrial",141.77517233318
24,"2. HS Grad","1. Industrial",76.8936025176112
42,"3. Some College","1. Industrial",123.908567597957
53,"4. College Grad","1. Industrial",118.884359339886
49,"5. Advanced Degree","2. Information",279.1974969917
46,"1. < HS Grad","1. Industrial",54.5981500331442
40,"3. Some College","1. Industrial",154.68529299563
41,"5. Advanced Degree","2. Information",180.030197076236
41,"4. College Grad","2. Information",118.884359339886
36,"3. Some College","1. Industrial",87.9810327856054
34,"3. Some College","2. Information",91.6992261117042
24,"3. Some College","2. Information",59.0970640815891
44,"4. College Grad","1. Industrial",123.908567597957
33,"4. College Grad","2. Information",109.833985642199
25,"2. HS Grad","1. Industrial",94.0727147457005
40,"2. HS Grad","1. Industrial",117.146816914805
48,"2. HS Grad","1. Industrial",65.1108537153447
56,"2. HS Grad","1. Industrial",97.4932940453934
25,"4. College Grad","1. Industrial",118.019753340006
44,"4. College Grad","1. Industrial",141.77517233318
27,"3. Some College","2. Information",116.176695171054
58,"1. < HS Grad","1. Industrial",75.3556793180091
52,"4. College Grad","2. Information",95.2307125669819
60,"5. Advanced Degree","1. Industrial",111.720849360989
39,"3. Some College","2. Information",103.90247060316
51,"4. College Grad","1. Industrial",147.116689159978
31,"3. Some College","2. Information",87.9810327856054
45,"2. HS Grad","1. Industrial",118.884359339886
43,"4. College Grad","2. Information",100.764272842107
45,"4. College Grad","1. Industrial",120.589436530402
40,"3. Some College","2. Information",193.866878146586
46,"2. HS Grad","1. Industrial",118.884359339886
51,"5. Advanced Degree","2. Information",267.901086855275
47,"4. College Grad","2. Information",174.402876012275
52,"5. Advanced Degree","2. Information",133.971500070695
31,"2. HS Grad","2. Information",154.68529299563
40,"4. College Grad","2. Information",154.68529299563
26,"4. College Grad","2. Information",118.884359339886
49,"2. HS Grad","1. Industrial",95.2307125669819
38,"3. Some College","1. Industrial",109.833985642199
50,"1. < HS Grad","2. Information",111.720849360989
63,"3. Some College","1. Industrial",134.705375118879
35,"1. < HS Grad","1. Industrial",85.9010443226556
29,"2. HS Grad","2. Information",118.884359339886
33,"2. HS Grad","1. Industrial",87.9810327856054
29,"2. HS Grad","1. Industrial",92.8958447894966
62,"4. College Grad","2. Information",109.833985642199
45,"5. Advanced Degree","2. Information",124.720446242886
56,"1. < HS Grad","1. Industrial",127.901232979118
58,"1. < HS Grad","1. Industrial",97.4932940453934
39,"5. Advanced Degree","1. Industrial",198.350290464385
49,"3. Some College","1. Industrial",92.8958447894966
24,"4. College Grad","2. Information",94.0727147457005
61,"2. HS Grad","1. Industrial",148.413159102577
58,"4. College Grad","1. Industrial",79.8549003093467
47,"3. Some College","2. Information",118.884359339886
41,"4. College Grad","2. Information",87.9810327856054
71,"1. < HS Grad","2. Information",94.0727147457005
47,"3. Some College","1. Industrial",150.070476909424
38,"4. College Grad","1. Industrial",176.989650489877
31,"4. College Grad","1. Industrial",73.7757432746946
56,"4. College Grad","2. Information",125.12381572196
44,"4. College Grad","2. Information",277.79948020565
33,"4. College Grad","2. Information",107.903923866876
36,"4. College Grad","1. Industrial",60.7397785177603
31,"4. College Grad","2. Information",92.0363233010764
55,"3. Some College","2. Information",109.833985642199
48,"4. College Grad","2. Information",66.9616443217359
50,"3. Some College","2. Information",114.475713290347
42,"4. College Grad","2. Information",170.6951277113
25,"3. Some College","2. Information",130.982177377461
55,"2. HS Grad","1. Industrial",127.115743812184
28,"5. Advanced Degree","1. Industrial",117.146816914805
30,"1. < HS Grad","2. Information",123.089699847943
46,"4. College Grad","1. Industrial",120.589436530402
48,"5. Advanced Degree","2. Information",130.982177377461
42,"3. Some College","1. Industrial",81.2832532842527
23,"4. College Grad","1. Industrial",36.6737041960799
60,"5. Advanced Degree","1. Industrial",104.921506533664
34,"1. < HS Grad","2. Information",74.412963512917
45,"4. College Grad","1. Industrial",129.067820506745
28,"3. Some College","1. Industrial",84.1000101164483
33,"5. Advanced Degree","2. Information",185.918662879754
58,"2. HS Grad","2. Information",105.927810775063
47,"5. Advanced Degree","2. Information",163.515863976238
24,"3. Some College","1. Industrial",63.1888610037461
56,"4. College Grad","1. Industrial",134.705375118879
56,"4. College Grad","1. Industrial",120.926701544426
23,"4. College Grad","2. Information",94.0727147457005
56,"5. Advanced Degree","2. Information",132.487821126123
45,"4. College Grad","2. Information",133.232350826567
58,"3. Some College","2. Information",145.143601176911
30,"5. Advanced Degree","2. Information",118.884359339886
46,"5. Advanced Degree","1. Industrial",150.330653495766
48,"5. Advanced Degree","1. Industrial",278.964466695847
50,"2. HS Grad","1. Industrial",98.2692308087927
43,"4. College Grad","2. Information",99.6894636984864
37,"1. < HS Grad","1. Industrial",94.0727147457005
49,"3. Some College","2. Information",176.989650489877
31,"4. College Grad","2. Information",166.324941233877
54,"2. HS Grad","1. Industrial",94.0727147457005
52,"4. College Grad","2. Information",139.703071527658
70,"2. HS Grad","1. Industrial",78.3924668009837
30,"5. Advanced Degree","2. Information",141.775856466307
44,"2. HS Grad","1. Industrial",116.265324062503
34,"4. College Grad","2. Information",148.413159102577
38,"2. HS Grad","1. Industrial",87.9810327856054
28,"1. < HS Grad","1. Industrial",90.4819133566401
38,"3. Some College","1. Industrial",141.77517233318
39,"2. HS Grad","1. Industrial",63.0927167348386
52,"4. College Grad","2. Information",65.1108537153447
34,"4. College Grad","1. Industrial",151.591484239814
33,"4. College Grad","2. Information",123.089699847943
45,"4. College Grad","1. Industrial",118.884359339886
58,"2. HS Grad","1. Industrial",79.8549003093467
38,"2. HS Grad","1. Industrial",104.004959912222
63,"4. College Grad","1. Industrial",55.5361044177385
38,"5. Advanced Degree","2. Information",99.6894636984864
31,"3. Some College","1. Industrial",99.6894636984864
53,"4. College Grad","2. Information",193.452606894109
21,"2. HS Grad","2. Information",102.870246933215
38,"4. College Grad","2. Information",164.646988930328
18,"1. < HS Grad","1. Industrial",69.6190369046763
28,"3. Some College","1. Industrial",99.6894636984864
33,"4. College Grad","2. Information",114.475713290347
32,"3. Some College","1. Industrial",99.6894636984864
29,"2. HS Grad","2. Information",95.2307125669819
28,"1. < HS Grad","1. Industrial",82.6796372966372
42,"5. Advanced Degree","2. Information",116.943081320617
28,"1. < HS Grad","2. Information",54.5981500331442
36,"5. Advanced Degree","2. Information",138.299126920883
47,"2. HS Grad","2. Information",130.982177377461
53,"5. Advanced Degree","2. Information",281.745970551857
48,"5. Advanced Degree","2. Information",163.515863976238
36,"5. Advanced Degree","1. Industrial",179.214858036271
55,"3. Some College","2. Information",126.323880709786
37,"1. < HS Grad","1. Industrial",70.4760196469445
68,"4. College Grad","2. Information",118.019753340006
65,"2. HS Grad","1. Industrial",71.3196387942183
37,"4. College Grad","2. Information",114.475713290347
33,"4. College Grad","2. Information",138.299126920883
19,"2. HS Grad","2. Information",54.5981500331442
50,"4. College Grad","2. Information",94.0727147457005
22,"3. Some College","1. Industrial",80.4302079458208
40,"3. Some College","2. Information",89.2428846644714
45,"3. Some College","1. Industrial",117.146816914805
36,"5. Advanced Degree","1. Industrial",127.115743812184
37,"1. < HS Grad","1. Industrial",81.2832532842527
24,"2. HS Grad","1. Industrial",52.4070640482002
66,"1. < HS Grad","2. Information",99.6894636984864
35,"1. < HS Grad","1. Industrial",63.1888610037461
33,"4. College Grad","2. Information",196.125272594255
44,"3. Some College","1. Industrial",101.82435207568
48,"3. Some College","2. Information",107.903923866876
47,"2. HS Grad","2. Information",51.2396549228382
41,"3. Some College","1. Industrial",99.6894636984864
55,"4. College Grad","2. Information",63.1888610037461
74,"5. Advanced Degree","2. Information",148.413159102577
33,"4. College Grad","2. Information",99.6894636984864
62,"5. Advanced Degree","2. Information",130.982177377461
56,"2. HS Grad","1. Industrial",101.82435207568
29,"5. Advanced Degree","2. Information",99.6894636984864
56,"1. < HS Grad","2. Information",79.8549003093467
47,"5. Advanced Degree","2. Information",160.642475408263
45,"2. HS Grad","2. Information",134.705375118879
44,"4. College Grad","2. Information",160.642475408263
25,"4. College Grad","2. Information",91.6992261117042
45,"3. Some College","2. Information",75.3556793180091
40,"4. College Grad","2. Information",136.15771083723
56,"2. HS Grad","2. Information",134.705375118879
56,"3. Some College","2. Information",81.9853178344996
47,"4. College Grad","1. Industrial",176.989650489877
39,"2. HS Grad","1. Industrial",118.886080351034
38,"3. Some College","2. Information",121.262745732618
48,"2. HS Grad","1. Industrial",94.0727147457005
44,"2. HS Grad","1. Industrial",99.6894636984864
42,"5. Advanced Degree","2. Information",123.908567597957
55,"2. HS Grad","1. Industrial",118.884359339886
61,"5. Advanced Degree","1. Industrial",82.6796372966372
39,"2. HS Grad","1. Industrial",81.2832532842527
30,"3. Some College","1. Industrial",104.921506533664
49,"2. HS Grad","1. Industrial",99.6894636984864
33,"4. College Grad","2. Information",136.15771083723
31,"1. < HS Grad","1. Industrial",81.2832532842527
35,"2. HS Grad","1. Industrial",68.5086896572248
55,"2. HS Grad","1. Industrial",81.2832532842527
36,"2. HS Grad","1. Industrial",114.475713290347
37,"2. HS Grad","1. Industrial",118.019753340006
33,"2. HS Grad","1. Industrial",99.6894636984864
48,"2. HS Grad","1. Industrial",118.884359339886
47,"3. Some College","1. Industrial",118.884359339886
60,"3. Some College","2. Information",123.089699847943
28,"4. College Grad","2. Information",109.833985642199
28,"3. Some College","2. Information",102.870246933215
48,"4. College Grad","2. Information",163.515863976238
29,"5. Advanced Degree","2. Information",117.146816914805
40,"2. HS Grad","1. Industrial",92.3000614282589
32,"5. Advanced Degree","2. Information",100.013486924706
33,"2. HS Grad","2. Information",55.0697284222779
40,"2. HS Grad","1. Industrial",101.82435207568
42,"3. Some College","1. Industrial",148.413159102577
36,"2. HS Grad","1. Industrial",115.375038556391
39,"1. < HS Grad","1. Industrial",73.7757432746946
44,"5. Advanced Degree","2. Information",267.901086855275
43,"2. HS Grad","1. Industrial",129.453644576625
44,"1. < HS Grad","1. Industrial",96.3706528322308
29,"5. Advanced Degree","2. Information",87.9810327856054
49,"3. Some College","2. Information",104.921506533664
47,"3. Some College","2. Information",130.982177377461
46,"5. Advanced Degree","2. Information",190.547678564741
41,"1. < HS Grad","1. Industrial",118.019753340006
52,"2. HS Grad","2. Information",79.8549003093467
43,"2. HS Grad","2. Information",72.4793162971252
38,"5. Advanced Degree","2. Information",148.413159102577
42,"3. Some College","2. Information",74.4446382014083
56,"4. College Grad","1. Industrial",118.884359339886
39,"2. HS Grad","1. Industrial",128.680488220624
29,"3. Some College","2. Information",87.9810327856054
33,"5. Advanced Degree","2. Information",267.901086855275
33,"2. HS Grad","1. Industrial",104.921506533664
41,"2. HS Grad","2. Information",92.8958447894966
44,"1. < HS Grad","2. Information",70.4760196469445
45,"5. Advanced Degree","2. Information",200.543262324662
58,"2. HS Grad","2. Information",102.870246933215
29,"3. Some College","1. Industrial",102.870246933215
42,"2. HS Grad","1. Industrial",65.1108537153447
68,"2. HS Grad","1. Industrial",109.833985642199
47,"5. Advanced Degree","2. Information",127.115743812184
30,"4. College Grad","2. Information",94.0727147457005
39,"1. < HS Grad","2. Information",67.8625234113681
42,"4. College Grad","1. Industrial",125.525498433836
49,"3. Some College","1. Industrial",165.208773767255
36,"2. HS Grad","1. Industrial",81.2832532842527
44,"2. HS Grad","2. Information",112.6488963421
54,"2. HS Grad","2. Information",76.8936025176112
42,"2. HS Grad","1. Industrial",75.0431540173515
39,"4. College Grad","1. Industrial",128.680488220624
30,"2. HS Grad","2. Information",59.0970640815891
33,"2. HS Grad","2. Information",63.7733911962488
28,"2. HS Grad","2. Information",84.0459576539924
38,"2. HS Grad","1. Industrial",93.9371815810521
30,"3. Some College","1. Industrial",82.6796372966372
25,"5. Advanced Degree","1. Industrial",118.884359339886
52,"2. HS Grad","2. Information",81.2832532842527
26,"2. HS Grad","1. Industrial",66.9616443217359
54,"4. College Grad","1. Industrial",166.324941233877
62,"4. College Grad","2. Information",99.6894636984864
57,"5. Advanced Degree","2. Information",141.77517233318
32,"4. College Grad","1. Industrial",143.134940811134
60,"2. HS Grad","1. Industrial",35.0334213214995
40,"4. College Grad","2. Information",109.833985642199
49,"2. HS Grad","1. Industrial",111.014405508798
54,"4. College Grad","1. Industrial",132.487821126123
48,"5. Advanced Degree","2. Information",148.413159102577
35,"1. < HS Grad","1. Industrial",73.7757432746946
46,"2. HS Grad","2. Information",143.699710133813
42,"2. HS Grad","1. Industrial",99.6894636984864
58,"4. College Grad","2. Information",272.294783220064
30,"4. College Grad","2. Information",200.543262324662
27,"2. HS Grad","1. Industrial",85.3865890236244
55,"1. < HS Grad","1. Industrial",109.833985642199
50,"2. HS Grad","1. Industrial",61.0524210501246
55,"2. HS Grad","1. Industrial",118.884359339886
40,"3. Some College","1. Industrial",145.805163374625
32,"2. HS Grad","2. Information",112.6488963421
27,"2. HS Grad","1. Industrial",106.921814091211
49,"3. Some College","2. Information",106.921814091211
50,"4. College Grad","2. Information",127.115743812184
50,"1. < HS Grad","1. Industrial",87.9810327856054
44,"5. Advanced Degree","2. Information",144.47808766541
57,"5. Advanced Degree","2. Information",160.409701962289
72,"5. Advanced Degree","1. Industrial",87.9810327856054
23,"1. < HS Grad","1. Industrial",65.1108537153447
31,"5. Advanced Degree","2. Information",176.989650489877
36,"2. HS Grad","2. Information",54.5981500331442
63,"3. Some College","1. Industrial",109.833985642199
48,"1. < HS Grad","1. Industrial",81.698421724729
46,"4. College Grad","1. Industrial",114.475713290347
55,"4. College Grad","1. Industrial",142.634472767972
44,"5. Advanced Degree","2. Information",160.642475408263
44,"3. Some College","1. Industrial",94.0727147457005
32,"1. < HS Grad","1. Industrial",54.5981500331442
60,"1. < HS Grad","1. Industrial",73.7757432746946
42,"5. Advanced Degree","2. Information",160.642475408263
48,"5. Advanced Degree","2. Information",148.413159102577
36,"1. < HS Grad","1. Industrial",87.9823064294987
31,"2. HS Grad","1. Industrial",101.82435207568
54,"2. HS Grad","2. Information",111.720849360989
29,"3. Some College","1. Industrial",106.921814091211
46,"3. Some College","1. Industrial",126.323880709786
35,"2. HS Grad","1. Industrial",109.833985642199
50,"1. < HS Grad","2. Information",92.8958447894966
25,"3. Some College","1. Industrial",54.5981500331442
33,"3. Some College","2. Information",96.3706528322308
34,"2. HS Grad","1. Industrial",114.475713290347
51,"2. HS Grad","1. Industrial",94.0727147457005
33,"2. HS Grad","1. Industrial",95.2307125669819
59,"3. Some College","2. Information",139.00340805947
62,"1. < HS Grad","1. Industrial",81.2832532842527
28,"2. HS Grad","1. Industrial",94.0727147457005
40,"3. Some College","2. Information",87.9810327856054
52,"5. Advanced Degree","1. Industrial",138.299126920883
29,"2. HS Grad","1. Industrial",89.4924795180001
34,"1. < HS Grad","1. Industrial",92.8958447894966
25,"2. HS Grad","1. Industrial",54.5981500331442
66,"4. College Grad","1. Industrial",94.0727147457005
43,"2. HS Grad","2. Information",68.7480877337669
45,"2. HS Grad","2. Information",92.8958447894966
35,"5. Advanced Degree","2. Information",114.475713290347
43,"2. HS Grad","2. Information",109.833985642199
49,"4. College Grad","2. Information",109.833985642199
60,"1. < HS Grad","2. Information",77.0452008528242
46,"2. HS Grad","2. Information",94.0727147457005
55,"2. HS Grad","1. Industrial",101.82435207568
32,"3. Some College","1. Industrial",118.884359339886
53,"2. HS Grad","1. Industrial",133.232350826567
57,"4. College Grad","2. Information",157.10350432345
51,"5. Advanced Degree","2. Information",281.745970551857
59,"5. Advanced Degree","2. Information",182.020620963512
45,"3. Some College","2. Information",119.09923477134
56,"2. HS Grad","1. Industrial",71.6867436659172
30,"2. HS Grad","1. Industrial",85.3839403789827
21,"2. HS Grad","1. Industrial",72.1504556815713
60,"4. College Grad","1. Industrial",138.299126920883
60,"2. HS Grad","2. Information",101.82435207568
48,"1. < HS Grad","1. Industrial",109.833985642199
39,"4. College Grad","2. Information",87.9810327856054
32,"3. Some College","2. Information",115.375038556391
51,"5. Advanced Degree","2. Information",191.573683548412
47,"4. College Grad","1. Industrial",86.6951548289402
44,"2. HS Grad","2. Information",75.8522371953675
46,"2. HS Grad","1. Industrial",166.324941233877
28,"4. College Grad","1. Industrial",56.9055391446732
24,"4. College Grad","2. Information",99.6894636984864
37,"2. HS Grad","1. Industrial",92.8958447894966
31,"2. HS Grad","1. Industrial",99.6894636984864
72,"2. HS Grad","2. Information",92.8958447894966
50,"3. Some College","1. Industrial",101.82435207568
36,"3. Some College","1. Industrial",145.143601176911
27,"2. HS Grad","1. Industrial",76.8936025176112
27,"3. Some College","1. Industrial",90.4819133566401
41,"4. College Grad","1. Industrial",127.115743812184
20,"3. Some College","2. Information",82.6796372966372
49,"2. HS Grad","1. Industrial",99.6894636984864
25,"2. HS Grad","1. Industrial",64.1592325660882
41,"1. < HS Grad","1. Industrial",89.4924795180001
53,"2. HS Grad","1. Industrial",87.9810327856054
45,"4. College Grad","1. Industrial",127.115743812184
32,"1. < HS Grad","1. Industrial",66.9616443217359
47,"3. Some College","2. Information",148.413159102577
26,"2. HS Grad","1. Industrial",123.089699847943
31,"3. Some College","2. Information",133.232350826567
32,"5. Advanced Degree","2. Information",118.884359339886
50,"5. Advanced Degree","2. Information",120.166119635421
46,"2. HS Grad","1. Industrial",115.375038556391
47,"5. Advanced Degree","2. Information",112.6488963421
55,"3. Some College","1. Industrial",118.884359339886
49,"4. College Grad","1. Industrial",148.413159102577
25,"2. HS Grad","1. Industrial",61.1875264339915
60,"2. HS Grad","2. Information",95.6888119067371
62,"2. HS Grad","1. Industrial",89.2428846644714
63,"2. HS Grad","2. Information",127.901232979118
31,"5. Advanced Degree","2. Information",128.680488220624
29,"4. College Grad","1. Industrial",109.833985642199
51,"2. HS Grad","1. Industrial",114.475713290347
28,"2. HS Grad","1. Industrial",76.1296996370986
36,"3. Some College","2. Information",123.089699847943
28,"3. Some College","2. Information",99.6894636984864
38,"4. College Grad","2. Information",102.870246933215
35,"3. Some College","1. Industrial",96.3706528322308
46,"3. Some College","1. Industrial",117.146816914805
37,"3. Some College","2. Information",90.4819133566401
41,"3. Some College","2. Information",104.921506533664
59,"3. Some College","1. Industrial",73.7757432746946
51,"3. Some College","1. Industrial",107.903923866876
26,"2. HS Grad","1. Industrial",99.6894636984864
34,"3. Some College","1. Industrial",60.1541246622441
32,"2. HS Grad","2. Information",123.089699847943
23,"3. Some College","1. Industrial",81.2832532842527
50,"2. HS Grad","2. Information",143.134940811134
25,"1. < HS Grad","1. Industrial",69.0981838087226
43,"2. HS Grad","1. Industrial",78.9816745162994
36,"3. Some College","1. Industrial",128.680488220624
50,"2. HS Grad","2. Information",54.5981500331442
34,"2. HS Grad","2. Information",134.705375118879
34,"2. HS Grad","1. Industrial",104.921506533664
55,"5. Advanced Degree","2. Information",277.601417511009
39,"2. HS Grad","1. Industrial",78.214575693165
40,"1. < HS Grad","1. Industrial",82.6796372966372
32,"3. Some College","2. Information",117.146816914805
63,"2. HS Grad","2. Information",118.884359339886
38,"2. HS Grad","1. Industrial",109.833985642199
67,"2. HS Grad","1. Industrial",59.0970640815891
39,"2. HS Grad","1. Industrial",116.265324062503
31,"2. HS Grad","1. Industrial",61.1875264339915
41,"3. Some College","2. Information",114.475713290347
47,"1. < HS Grad","1. Industrial",78.3924668009837
61,"2. HS Grad","1. Industrial",122.263673892802
61,"5. Advanced Degree","1. Industrial",148.413159102577
21,"2. HS Grad","1. Industrial",54.5981500331442
22,"4. College Grad","1. Industrial",66.0446942318056
53,"4. College Grad","1. Industrial",126.957885677185
47,"4. College Grad","1. Industrial",81.2832532842527
36,"3. Some College","1. Industrial",127.901232979118
36,"2. HS Grad","1. Industrial",87.9810327856054
42,"2. HS Grad","1. Industrial",123.089699847943
54,"3. Some College","1. Industrial",104.921506533664
27,"3. Some College","1. Industrial",87.9810327856054
36,"2. HS Grad","1. Industrial",131.737801155001
35,"2. HS Grad","2. Information",73.7757432746946
60,"2. HS Grad","1. Industrial",104.921506533664
42,"2. HS Grad","1. Industrial",91.602615662534
41,"5. Advanced Degree","2. Information",123.089699847943
35,"3. Some College","1. Industrial",131.652698654268
34,"5. Advanced Degree","2. Information",309.5717712662
22,"2. HS Grad","1. Industrial",70.6610476694407
47,"2. HS Grad","1. Industrial",84.8520440937874
59,"2. HS Grad","1. Industrial",102.870246933215
29,"3. Some College","2. Information",103.90247060316
32,"1. < HS Grad","2. Information",94.0727147457005
49,"4. College Grad","1. Industrial",128.680488220624
30,"3. Some College","2. Information",106.326864894674
33,"2. HS Grad","1. Industrial",99.2552868268562
51,"2. HS Grad","1. Industrial",133.232350826567
37,"2. HS Grad","1. Industrial",78.3924668009837
46,"3. Some College","1. Industrial",130.982177377461
63,"5. Advanced Degree","2. Information",109.833985642199
41,"2. HS Grad","1. Industrial",96.3706528322308
40,"2. HS Grad","1. Industrial",109.833985642199
46,"5. Advanced Degree","2. Information",281.745970551857
45,"2. HS Grad","2. Information",94.0727147457005
48,"4. College Grad","1. Industrial",200.543262324662
28,"3. Some College","2. Information",87.9810327856054
65,"2. HS Grad","1. Industrial",87.9810327856054
50,"2. HS Grad","1. Industrial",97.4932940453934
53,"2. HS Grad","1. Industrial",107.903923866876
48,"2. HS Grad","1. Industrial",95.6888119067371
30,"3. Some College","2. Information",109.833985642199
37,"2. HS Grad","2. Information",87.3874499713449
51,"4. College Grad","2. Information",88.8315691738134
55,"5. Advanced Degree","2. Information",166.324941233877
35,"2. HS Grad","2. Information",94.6956951317194
33,"2. HS Grad","1. Industrial",122.263673892802
41,"4. College Grad","2. Information",132.487821126123
34,"5. Advanced Degree","2. Information",96.3706528322308
33,"2. HS Grad","1. Industrial",89.2428846644714
49,"1. < HS Grad","1. Industrial",81.2832532842527
62,"5. Advanced Degree","2. Information",73.7757432746946
31,"1. < HS Grad","2. Information",109.833985642199
43,"1. < HS Grad","2. Information",100.099662492042
43,"4. College Grad","2. Information",134.265677158654
43,"3. Some College","2. Information",91.6992261117042
48,"4. College Grad","2. Information",109.547296634249
